idescuela,idplantel,ccts,escuela,idcodigo,cv_cct,
6294,07INM_18951,07DPB1823Z,CUAUHTEMOC,144110,07DPB1823Z,
6295,07INM_19023,07KPB0594Z/07KSC0075L,PRIMARIA CONAFE INDIGENA,144110,07KPB0306Q,
6296,07INM_19067,07KCC0932D,PREESCOLAR CONAFE INDIGENA,144110,07KCC0932D,
6297,07INM_19084,07DPB1045S,RAFAEL RAMIREZ CASTAñEDA,144110,07DPB1045S,
6298,07INM_18983,07KCC0161G,PREESCOLAR CONAFE INDIGENA,144110,07KCC0161G,
6299,07INM_18984,07KPB1898Z,PRIMARIA CONAFE INDIGENA,144110,07KPB1898Z,
6300,07INM_19020,07KPB0294B/07KCC0391Z,PRIMARIA CONAFE INDIGENA,144110,07KPB0658T,
6301,07INM_19022,07DPB2780Y,MANUEL ACUÑA,144110,07DPB2780Y,
6302,07INM_19024,07KCC0497S,PREESCOLAR CONAFE INDIGENA,144110,07KCC0391Z,
6303,07INM_19051,07KCC1375O/07KPB1628F,PREESCOLAR CONAFE INDIGENA,144110,07KCC1375O,
6304,07INM_18896,07DPB0453Q,GENERAL ALVARO OBREGON,144110,07DPB0453Q,
6305,07INM_18897,07DCC0025T,LEONA VICARIO,144110,07DCC0025T,
6306,07INM_18898,07DCC0577U,LUZ DEL SABER,1906,07DCC0577U,
6307,07INM_19068,07KPB1478P,PRIMARIA CONAFE INDIGENA,144110,07KPB1478P,
6308,07INM_19032,07DPB2410F,BELISARIO DOMINGUEZ PALENCIA,144110,07DPB2410F,
6309,07INM_19033,07DCC1405I,MIGUEL ALEMAN VALDES,144110,07DCC1405I,
6310,07INM_18970,07DPB3103F,GUADALUPE VICTORIA,144110,07DPB3103F,
6311,07INM_18971,07KCC1121M,PREESCOLAR CONAFE INDIGENA,144110,07KCC1121M,
6312,07INM_19035,07DPB2992A,RAMON LOPEZ VELARDE,144110,07DPB2992A,
6313,07INM_19036,07DCC2032Q,LEONA VICARIO,144110,07DCC2032Q,
6314,07INM_18962,07KCC1620I,PREESCOLAR CONAFE INDIGENA,144110,07KCC1620I,
6315,07INM_18963,07DPB3232Z,VICENTE RAMON GUERRERO SALDAñA,144110,07DPB3232Z,
6316,07INM_19038,07DCC2063J,SOR JUANA INES DE LA CRUZ,144110,07DCC2063J,
6317,07INM_19039,07DPB1519P,FRANCISCO INDALECIO MADERO,144110,07DPB1519P,
6318,07INM_18985,07KCC0007N,PREESCOLAR CONAFE INDIGENA,144110,07KCC0208K,
6319,07INM_18986,07DPB2851B,SEBASTIAN LERDO DE TEJADA,144110,07DPB2851B,
6320,07INM_19069,07KPB1479O/07KCC1903P,PRIMARIA CONAFE INDIGENA,144110,07KPB1479O,
6321,07INM_19070,07KSC0123E,SECUNDARIA CONAFE INDÍGENA,144110,07KSC0123E,
6322,07INM_19044,07DCC1787F,VENUSTIANO CARRANZA,144110,07DCC1787F,
6323,07INM_19072,07KCC1577K,PREESCOLAR CONAFE INDIGENA,144110,07KCC1577K,
6324,07INM_18907,07ETV1305N,TELESECUNDARIA 1280 NARCISO MENDOZA,1894,07ETV1305N,
6325,07INM_18909,07ECC0731W,"JARDIN    DE    NIÑOS    COMUNITARIO    MIGUEL
ALVAREZ DEL TORO",1894,,
6326,07INM_18910,07DCC0223T,CUAUHTEMOC,1894,07DCC0223T,
6327,07INM_18911,07DPB0552Q,PROFESOR OTILIO MONTAÑO,144110,07DPB0552Q,
6328,07INM_18912,07DCC2011D,VICENTE RAMON GUERRERO SALDAÑA,144110,07DCC2011D,
6329,07INM_19025,07DCC0921O,CUAUHTEMOC,1890,07DCC0921O,
6330,07INM_18975,07KCC1733L/07KPB1863J,PREESCOLAR CONAFE INDIGENA,144110,07KCC1733L,
6331,07INM_19087,07DPB1067D,IGNACIO ALDAMA,144110,,
6332,07INM_18919,07ETV1285Q,"TELESECUNDARIA  1262  LAZARO  CARDENAS  DEL
RIO",1885,,
6333,07INM_18920,07EPB0763T,PRIMARIA COMUNITARIA ANTONIO CASO,1885,07EPB0763T,
6334,07INM_18921,07DCC0478U,SEBASTIAN LOPEZ CHIC,1885,07DCC0478U,
6335,07INM_18922,07DPB1051C,15 DE SEPTIEMBRE,1885,07DPB1051C,
6336,07INM_18923,07DPB0281O,JUSTO SIERRA MENDEZ,1885,07DPB0281O,
6337,07INM_18925,07DCC0213M,JOSE SANTOS DEGOLLADO,144110,07DCC0213M,
6338,07INM_18926,07DPB0282N,ALVARO OBREGON,144110,07DPB0282N,
6339,07INM_18927,07DST0158A,ESCUELA SECUNDARIA TECNICA NO. 155,144110,07DST0158A,
6340,07INM_19040,07ECC0170D,"JARDIN    DE    NIÑOS    COMUNITARIO    LAZARO
CARDENAS DEL RIO",144110,,
6341,07INM_18990,07EPB0820U,PRIMARIA COMUNITARIA INDIGENA,144110,07EPB0820U,
6342,07INM_19060,07DPB3150Q,JOSE MARIA MORELOS Y PAVON,144110,07DPB3150Q,
6343,07INM_19061,07KCC1378L,PREESCOLAR CONAFE INDIGENA,144110,07KCC1378L,
6344,07INM_18964,07DPB3235X,JOSE IGNACIO ALLENDE,144110,07DPB3235X,
6345,07INM_18965,07DCC1993O,JUSTO SIERRA MENDEZ,144110,07DCC1993O,
6346,07INM_18981,07ECC0578S,JARDIN DE NIÑOS COMUNITARIO XICOTENCATL,144110,07ECC0578S,
6347,07INM_18982,07EPB0723S,"PRIMARIA             COMUNITARIA             MARIANO
MATAMOROS",144110,,
6348,07INM_18932,07DCC1604H,LOS NIÑOS HEROES,1886,07DCC1604H,
6349,07INM_18953,07KCC1953X/07KPB1558A/07KSC0100U,PREESCOLAR CONAFE INDIGENA,144110,07KCC1953X,
6350,07INM_19542,07DPB3229M,AMADO NERVO ORDAZ,144110,07DPB3229M,
6351,07INM_19311,07ETV1213X,TELESECUNDARIA 1190 20 DE NOVIEMBRE,2084,07ETV1213X,
6352,07INM_19312,07DCC0494L,JUAN DE LA BARRERA,2084,07DCC0494L,
6353,07INM_19517,07DCC1949A,GUILLERMO PRIETO,144110,07DCC1949A,
6354,07INM_19524,07KJN2711W,PREESCOLAR CONAFE,144110,07KJN2711W,
6355,07INM_19534,07KTV0296Z,SECUNDARIA COMUNITARIA,144110,07KTV0296Z,
6356,07INM_19535,07KPR4411C/07KJN2710X,PRIMARIA CONAFE,144110,07KPR4411C,
6357,07INM_19330,07DCC1508E,JUAN DE LA BARRERA,144110,07DCC1508E,
6358,07INM_19318,07ETV0743F,"TELESECUNDARIA      715      JOAQUIN      MIGUEL
GUTIERREZ",2049,,
6359,07INM_19319,07DPB1999N,VICENTE GUERRERO,2049,07DPB1999N,
6360,07INM_19320,07DCC0895G,PREESCOLAR INDIGENA,2049,07DCC0895G,
6361,07INM_19545,07DPB3216I,BENITO JUAREZ GARCIA,144110,07DPB3216I,
6362,07INM_19546,07DCC1948B,FERNANDO MONTES DE OCA RODRIGUEZ,144110,07DCC1948B,
6363,07INM_19140,07DCC0604A,BENITO JUAREZ GARCIA,144110,07DCC0604A,
6364,07INM_19141,07DPB0726Q,GENERAL FRANCISCO VILLA,144110,07DPB0726Q,
6365,07INM_19142,07ETV1300S,TELESECUNDARIA 1274 VENUSTIANO CARRANZA,144110,07ETV1300S,
6366,07INM_19576,07DPB1064G,8 DE MARZO,2075,,
6367,07INM_19577,07KTV0189R,SECUNDARIA COMUNITARIA,2075,07KTV0189R,
6368,07INM_19578,07DCC2081Z,JUAN RULFO,2075,,
6369,07INM_19378,07KPR2850N,PRIMARIA CONAFE,144110,07KPR2850N,
6370,07INM_19379,07KJN2113Z,PREESCOLAR CONAFE,144110,07KJN3762J,
6371,07INM_19143,07ETV1040W,TELESECUNDARIA 982 NICOLAS BRAVO,144110,07ETV1040W,
6372,07INM_19144,07DCC0717D,NIÑOS HEROES,144110,07DCC0717D,
6373,07INM_19453,07DCC1265Z,LAZARO CARDENAS DEL RIO,144110,07DCC1265Z,
6374,07INM_19454,07DPB2360O,JUAN ALDAMA,144110,07DPB2360O,
6375,07INM_19447,07DPB1251A,MIGUEL HIDALGO Y COSTILLA,144110,07DPB1251A,
6376,07INM_19448,07KJN4542E,PREESCOLAR CONAFE,144110,07KJN4542E,
6377,07INM_19549,07ECC0716D,JARDIN DE NIÑOS COMUNITARIO MOISES SAENZ,144110,,
6378,07INM_19335,07DCC0343F,MIGUEL HIDALGO Y COSTILLA,2087,07DCC0343F,
6379,07INM_19336,07DPB0852N,GUADALUPE VICTORIA,2087,07DPB0852N,
6380,07INM_19337,07ETV1119S,TELESECUNDARIA 1108 MOISES SAENZ GARZA,2087,07ETV1119S,
6381,07INM_19434,07DPB1734F,BENITO JUAREZ GARCIA,144110,07DPB1734F,
6382,07INM_19579,07KPR4561J,PRIMARIA CONAFE,144110,07KPR4561J,
6383,07INM_19519,07ETV1121G,"TELESECUNDARIA   1111   FRANCISCO  GONZALEZ
BOCANEGRA",144110,,
6384,07INM_19520,07DCC0651L,AGUSTIN MELGAR,144110,07DCC0651L,
6385,07INM_19521,07DPB0038B,PRIMERO DE MAYO,144110,07DPB0038B,
6386,07INM_19111,07DPB0164Z,BENITO JUAREZ GARCIA,144110,,
6387,07INM_19132,07DPB0102M,GUSTAVO DIAZ ORDAZ,144110,,
6388,07INM_19359,07DCC0169P,JUAN ALDAMA,144110,07DCC0169P,
6389,07INM_19360,07DPB0559J,IGNACIO MANUEL ALTAMIRANO,144110,07DPB0559J,
6390,07INM_19558,07DCC0041K,FRANCISCO VILLA,144110,,
6391,07INM_19284,07DJN0493B,FREINET,144110,07DJN0493B,
6392,07INM_19151,07ETV0994K,"TELESECUNDARIA       983        EMILIO       RABASA
ESTEBANELL",144110,,
6393,07INM_19152,07DCC0976R,MARIANO ABASOLO,144110,07DCC0976R,
6394,07INM_19480,07DCC2003V,JAIME TORRES BODET,144110,07DCC2003V,
6395,07INM_19162,07DJN1567J,GABRIELA MISTRAL,2068,07DJN1567J,
6396,07INM_19164,07ETV1117U,TELESECUNDARIA 1106 VICENTE GUERRERO,144110,07ETV1117U,
6397,07INM_19427,07ETV0111T,TELESECUNDARIA 174 JUSTO SIERRA,144110,07ETV0111T,
6398,07INM_19428,07EJN0442U,ABRAHAM CASTELLANOS,144110,07EJN0442U,
6399,07INM_19504,07DCC1536A,JAIME NUNO,144110,07DCC1536A,
6400,07INM_19505,07DPB2812Z,RICARDO FLORES MAGON,144110,07DPB2812Z,
6401,07INM_19456,07DCC0665O,LEONA VICARIO,144110,07DCC0665O,
6402,07INM_19391,07KTV0255Z/07KPR0820F,SECUNDARIA COMUNITARIA,144110,07KTV0255Z,
6403,07INM_19274,07DCC0493M,GUILLERMO PRIETO,2094,07DCC0493M,
6404,07INM_19482,07DPB2720J,JOSE VASCONCELOS CALDERON,144110,07DPB2720J,
6405,07INM_19483,07DCC1484L,GENERAL ALVARO OBREGON,144110,07DCC1484L,
6406,07INM_19484,07ETV1238F,"TELESECUNDARIA       1215       JAIME       SABINES
GUTIERREZ",144110,,
6407,07INM_19526,07DPB2928Z,JAIME TORRES BODET,144110,07DPB2928Z,
6408,07INM_19527,07ECC0735S,"JARDIN  DE  NIÑOS  COMUNITARIO  BERTHA  VON
GLUMER Y LEYVA",144110,,
6409,07INM_19181,07DJN0492C,GABRIEL RAMOS MILLAN,2062,07DJN0492C,
6410,07INM_19182,07ETV0439W,TELESECUNDARIA 442 JOSE MARIA LUIS MORA,2062,07ETV0439W,
6411,07INM_19183,07DPR0587G,GUILLERMO PRIETO,2062,07DPR0587G,
6412,07INM_19368,07DPB0996J,MOISES SAENZ GARZA,144110,07DPB0996J,
6413,07INM_19369,07ETV1154Y,"TELESECUNDARIA  1110  FRAY  ANTONIO  MATIAS
DE CORDOVA",144110,,
6414,07INM_19370,07DCC0416H,JAIME NUNO,144110,07DCC0416H,
6415,07INM_19201,07DCC0669K,LUZ DEL SABER,144110,07DCC0669K,
6416,07INM_19202,07ETV0894L,"TELESECUNDARIA  872  SOR  JUANA  INES  DE  LA
CRUZ",144110,,
6417,07INM_19550,07KJN4357I/07KPR3590Y,PREESCOLAR CONAFE,144110,07KJN4357I,
6418,07INM_19551,07KTV0366E,SECUNDARIA COMUNITARIA,144110,,
6419,07INM_19575,07KPR3602M,PRIMARIA CONAFE,144110,07KPR3602M,
6420,07INM_19332,07DPR1749I,GENERAL IGNACIO ZARAGOZA,144110,07DPR1749I,
6421,07INM_19333,07EJN0644Q,JOAQUIN MIGUEL GUTIERREZ,144110,07EJN0644Q,
6422,07INM_19334,07KJN1561Z,PREESCOLAR CONAFE,144110,07KJN1561Z,
6423,07INM_19574,07KPR1415E/07KJN2124F,PRIMARIA CONAFE,144110,07KPR1415E,
6424,07INM_19231,07ETV0776X,"TELESECUNDARIA  756  FRANCISCO  J.  GRAJALES
GODOY",2050,,
6425,07INM_19405,07KJN0530Z,PREESCOLAR CONAFE,144110,07KJN0530Z,
6426,07INM_19248,07DPR2264M,VEINTE DE NOVIEMBRE,144110,07DPR2264M,
6427,07INM_19249,07DJN2277Z,SIGMUND FREUD,144110,07DJN2277Z,
6428,07INM_19255,07ETV0441K,TELESECUNDARIA 447 EL PROGRESO,144110,07ETV0441K,
6429,07INM_19485,07KJN4033B/07KPR3544M,PREESCOLAR CONAFE,144110,07KJN4033B,
6430,07INM_19366,07DPB0411R,XICOTENCATL,144110,07DPB0411R,
6431,07INM_19419,07EPB0438X,PRIMARIA COMUNITARIA CULTURA MAYA,144110,07EPB0438X,
6432,07INM_19420,07ECC0427M,"JARDIN   DE   NIÑOS   COMUNITARIO   EMILIANO
ZAPATA SALAZAR",144110,,
6433,07INM_19531,07ECC0621Q,"JARDIN   DE   NIÑOS   COMUNITARIO   DOROTEO
ARANGO",144110,,
6434,07INM_19532,07EPB0764S,PRIMARIA COMUNITARIA PLAN DE SAN LUIS,144110,07EPB0764S,
6435,07INM_19536,07ECC0590N,"JARDIN    DE    NIÑOS    COMUNITARIO    IGNACIO
ZARAGOZA",2076,,
6436,07INM_19537,07DPB2957V,JAIME SABINES GUTIERREZ,2076,07DPB2957V,
6437,07INM_19478,07KJN1410T/07KPR5393K,PREESCOLAR CONAFE,144110,07KJN1410T,
6438,07INM_19529,07DPB3246C,VICENTE RAMON GUERRERO SALDAÑA,144110,07DPB3246C,
6439,07INM_19210,07ETV0996I,TELESECUNDARIA 985 AGUSTIN YA-EZ,144110,07ETV0996I,
6440,07INM_19211,07DCC1153V,FELIPE CARRILLO PUERTO,144110,07DCC1153V,
6441,07INM_19216,07ETV0997H,TELESECUNDARIA 986 ESCUADRON 201,144110,07ETV0997H,
6442,07INM_19552,07DPB2394E,MIGUEL HIDALGO Y COSTILLA,144110,07DPB2394E,
6443,07INM_19553,07DCC1791S,24 DE FEBRERO,144110,07DCC1791S,
6444,07INM_19435,07DCC1065A,MARIA DEL CARMEN SERDAN,144110,07DCC1065A,
6445,07INM_19436,07KTV0367D,SECUNDARIA COMUNITARIA,144110,,
6446,07INM_19437,07DPB2001B,DIEGO RIVERA,144110,07DPB2001B,
6447,07INM_19580,07DCC1911O,SOR JUANA INES DE LA CRUZ,144110,07DCC1911O,
6448,07INM_19581,07DPB3133Z,LAZARO CARDENAS DEL RIO,144110,07DPB3133Z,
6449,07INM_19146,07EPB0064Z,PRIMARIA COMUNITARIA CIVILIZACION MAYA,144110,07EPB0064Z,
6450,07INM_19147,07ECC0181J,JARDIN DE NIÑOS COMUNITARIO DIEGO RIVERA,144110,07ECC0181J,
6451,07INM_19149,07ETV0855J,TELESECUNDARIA 833 OCTAVIO PAZ LOZANO,2095,07ETV0855J,
6452,07INM_19150,07DJN0881T,MAXIMO SERDAN,2095,07DJN0881T,
6453,07INM_19446,07KPR5828F/07KJN3517Z,PRIMARIA CONAFE,144110,07KPR5828F,
6454,07INM_19128,07DCC2027E,REY PAKAL,144110,,
6455,07INM_19171,07ETV0420Y,TELESECUNDARIA 382 JUAN SABINES GUTIERREZ,2064,07ETV0420Y,
6456,07INM_19492,07DCC1902G,EMILIANO ZAPATA SALAZAR,144110,07DCC1902G,
6457,07INM_19493,07DPB3168P,BENITO JUAREZ GARCIA,144110,07DPB3168P,
6458,07INM_19348,07ETV1120H,"TELESECUNDARIA       1109       MANUEL       AVILA
CAMACHO",144110,,
6459,07INM_19349,07DPB0161B,EMILIANO ZAPATA SALAZAR,144110,07DPB0161B,
6460,07INM_19350,07DCC1066Z,FERNANDO MONTES DE OCA,144110,07DCC1066Z,
6461,07INM_19462,07DCC1334E,JOSEFA ORTIZ DE DOMINGUEZ,2105,07DCC1334E,
6462,07INM_19396,07EJN0346R,ANA EBOLI PANIAGUA,2059,07EJN0346R,
6463,07INM_19254,07DPR0357O,LIC. BENITO JUAREZ GARCIA,3118,07DPR0357O,
6464,07INM_19502,07ECC0182I,"JARDIN    DE    NIÑOS    COMUNITARIO    JOSEFINA
GARCIA",144110,,
6465,07INM_19503,07EPB0168U,PRIMARIA COMUNITARIA 20 DE NOVIEMBRE,144110,07EPB0168U,
6466,07INM_19106,07EJN0730M,FRIEDRICH FROEBEL,144110,,
6467,07INM_19224,07DPR1541S,EXPROPIACION PETROLERA,2072,07DPR1541S,
6468,07INM_19213,07ETV0919D,TELESECUNDARIA 900 AQUILES SERDAN,144110,07ETV0919D,
6469,07INM_19219,07ETV0473C,"TELESECUNDARIA        406        JAIME        SABINES
GUTIERREZ",2070,,
6470,07INM_19220,07DCC0490P,RICARDO FLORES MAGON,2070,07DCC0490P,
6471,07INM_19554,07DPB3247B,GUADALUPE VICTORIA,144110,07DPB3247B,
6472,07INM_19555,07KJN4779Q,PREESCOLAR CONAFE,144110,07KJN4779Q,
6473,07INM_19566,07KJN4659D/07KPR3715P,PREESCOLAR CONAFE,144110,07KJN4659D,
6474,07INM_19174,07DJN1477R,HUMBERTO ALVAREZ ALBORES,2106,07DJN1477R,
6475,07INM_19228,07KJN3766F/07KPR1742Z,PREESCOLAR CONAFE,144110,07KJN3766F,
6476,07INM_19538,07KJN4188D/07KPR3511V,PREESCOLAR CONAFE,3128,07KJN4188D,
6477,07INM_19522,07DPB0165Y,PLAN DE AYALA,144110,07DPB0165Y,
6478,07INM_19523,07DCC0087F,RAFAEL RAMIREZ CASTAÑEDA,144110,07DCC0087F,
6479,07INM_19560,07EPB0806A,PRIMARIA COMUNITARIA CARLOS FUENTES,144110,07EPB0806A,
6480,07INM_19561,07ECC0671Y,"JARDIN    DE    NIÑOS    COMUNITARIO    ROSARIO
CASTELLANOS FIGUEROA",144110,,
6481,07INM_19439,07DPB1553W,IGNACIO MANUEL ALTAMIRANO,144110,07DPB1553W,
6482,07INM_19440,07ETV1212Y,TELESECUNDARIA 1189 GUADALUPE VICTORIA,144110,07ETV1212Y,
6483,07INM_19441,07DCC0813G,FRANCISCO MARQUEZ,144110,07DCC0813G,
6484,07INM_19426,07ECC0465P,"JARDIN  DE  NIñOS  COMUNITARIO  MARGARITA
MAZA DE JUAREZ",144110,,
6485,07INM_19236,07ETV0440L,TELESECUNDARIA 446 GABRIELA MISTRAL,144110,07ETV0440L,
6486,07INM_19425,07DPB2392G,NICOLAS BRAVO,144110,07DPB2392G,
6487,07INM_19387,07ETV0905A,TELESECUNDARIA 873 FRIDA KAHLO,144110,07ETV0905A,
6488,07INM_19206,07DCC0655H,LA INDEPENDENCIA,2083,07DCC0655H,
6489,07INM_19207,07DPB0974Y,IGNACIO ZARAGOZA,2083,07DPB0974Y,
6490,07INM_19208,07ETV0587E,"TELESECUNDARIA     562     JOSE     VASCONCELOS
CALDERON",2083,,
6491,07INM_19499,07DPB3002H,VALENTIN GOMEZ FARIAS,144110,07DPB3002H,
6492,07INM_19556,07DCC1913M,LAZARO CARDENAS DEL RIO,144110,07DCC1913M,
6493,07INM_19557,07DPB1837B,VICENTE GUERRERO,144110,07DPB1837B,
6494,07INM_19563,07KPR3685L/07KJN4606Z,PRIMARIA CONAFE,144110,07KPR3685L,
6495,07INM_19423,07DPB1454W,ROSARIO CASTELLANOS FIGUEROA,144110,07DPB1454W,
6496,07INM_19424,07KCC1063M,PREESCOLAR CONAFE INDIGENA,144110,07KCC1063M,
6497,07INM_19352,07DPB0075F,EMILIANO ZAPATA SALAZAR,144110,07DPB0075F,
6498,07INM_19353,07KJN2112A,PREESCOLAR CONAFE,144110,07KJN2112A,
6499,07INM_19559,07ETV1430L,"TELESECUNDARIA     1407     EMILIANO     ZAPATA
SALAZAR",2078,,
6500,07INM_19241,07ETV1118T,"TELESECUNDARIA    1107    MIGUEL    HIDALGO   Y
COSTILLA",144110,,
6501,07INM_19570,07ETV1033M,"TELESECUNDARIA     987     JOSE     VASCONCELOS
CALDERON",144110,,
6502,07INM_19582,07ETV1309J,TELESECUNDARIA 1285 2 DE FEBRERO,144110,07ETV1309J,
6503,07INM_19584,07EJN0352B,IGNACIO ZARAGOZA,144110,07EJN0352B,
6504,07INM_19400,07DPB2749O,IGNACIO ALLENDE,2107,07DPB2749O,
6505,07INM_19540,07DCC1837X,ROSARIO CASTELLANOS FIGUEROA,144110,07DCC1837X,
6506,07INM_19438,07KTV0259W/07KJN4370C,SECUNDARIA COMUNITARIA,144110,07KTV0259W,
6507,07INM_19508,07DCC0811I,AGUSTIN DE ITURBIDE,144110,07DCC0811I,
6508,07INM_19282,07ETV1481S,"TELESECUNDARIA  1489  LAZARO  CARDENAS  DEL
RIO",144110,,
6509,07INM_19373,07ETV1299T,TELESECUNDARIA 1273 MARIA MONTESSORI,2096,07ETV1299T,
6510,07INM_19375,07DJN1658A,IGNACIO ALDAMA,2096,07DJN1658A,
6511,07INM_19533,07KJN4777S/07KPR5802Y,PREESCOLAR CONAFE,144110,07KJN4777S,
6512,07INM_19562,07DPB1838A,EMILIO PORTES GIL,144110,07DPB1838A,
6513,07INM_19422,07DCC2067F,FRIDA KAHLO CALDERON,144110,07DCC2067F,
6514,07INM_19243,07DCC1333F,JUAN ENRIQUE PESTALOZZI,144110,07DCC1333F,
6515,07INM_19460,07DCC0937P,JAIME SABINES GUTIERREZ,144110,07DCC0937P,
6516,07INM_19250,07ECC0175Z,"JARDIN    DE    NIÑOS    COMUNITARIO    AQUILES
SERDAN",144110,,
6517,07INM_19251,07DPB0079B,GENERAL VENUSTIANO CARRANZA,144110,07DPB0079B,
6518,07INM_19324,07DCC0226Q,MELCHOR OCAMPO,2081,07DCC0226Q,
6519,07INM_19325,07ETV0654M,"TELESECUNDARIA  624  SOR  JUANA  INES  DE  LA
CRUZ",2081,,
6520,07INM_19326,07DPB0197Q,XICOTENCATL,2081,07DPB0197Q,
6521,07INM_19399,07DPB0093V,BENITO JUAREZ GARCIA,144110,07DPB1626Y,
6522,07INM_19432,07DPB0972Z,BELISARIO DOMINGUEZ PALENCIA,144110,07DPB0972Z,
6523,07INM_19258,07ETV0518I,TELESECUNDARIA 493 JUAN ESCUTIA,2090,07ETV0518I,
6524,07INM_19363,07DJN2045J,24 DE FEBRERO,2077,07DJN2045J,
6525,07INM_19272,07EJN0168E,RAMON LOPEZ VELARDE,144110,07EJN0168E,
6526,07INM_19565,07KPB1404Y/07KCC1788O,PRIMARIA CONAFE INDIGENA,144110,07KPB1404Y,
6527,07INM_19377,07DPB0044M,MANUEL GAMIO,144110,07DPB0044M,
6528,07INM_19588,07KJN4658E/07KPR3686K,PREESCOLAR CONAFE,144110,07KJN4658E,
6529,07INM_19277,07DCC1667T,JUAN DE DIOS PEZA,144110,07DCC1667T,
6530,07INM_19416,07EJN0337J,MIGUEL HIDALGO Y COSTILLA,2067,07EJN0337J,
6531,07INM_19417,07ETV0961T,"TELESECUNDARIA   921   FRANCISCO   INDALECIO
MADERO",2067,,
6532,07INM_19279,07DCC0666N,VICENTE GUERRERO,144110,,
6533,07INM_19280,07ETV1420E,TELESECUNDARIA 1397 BENITO JUAREZ GARCIA,144110,07ETV1420E,
6534,07INM_19223,07DPB0508C,MIGUEL HIDALGO Y COSTILLA,144110,07DPB0508C,
6535,07INM_19287,07DPR3525O,SEBASTIAN LERDO DE TEJADA,144110,07DPR3525O,
6536,07INM_19288,07EJN0621F,LUIS ALAMINOS GUERRERO,144110,07EJN0621F,
6537,07INM_19451,07KPR0372Q,PRIMARIA CONAFE,144110,07KPR0372Q,
6538,07INM_19392,07KJN2125E/07KPR1275V,PREESCOLAR CONAFE,3147,07KJN2125E,
6539,07INM_19289,07ETV0303I,"TELESECUNDARIA  303  LUIS  DONALDO  COLOSIO
MURRIETA",2065,,
6540,07INM_19290,07DPR1455W,NIÑOS HEROES,2065,07DPR1455W,
6541,07INM_19463,07DCC0600E,TLALOC,2082,07DCC0600E,
6542,07INM_19464,07DPB0880J/07ETV0937T,JOSEFA ORTIZ DE DOMINGUEZ,2082,07DPB0880J,
6543,07INM_19465,07DCC1725T,ROSARIO CASTELLANOS FIGUEROA,2082,07DCC1725T,
6544,07INM_19466,07DPB3040K,OCTAVIO PAZ LOZANO,2082,07DPB3040K,
6545,07INM_20456,07KSC0061I,SECUNDARIA CONAFE INDÍGENA,2082,,
6546,07INM_19476,07DCC1598N,FRAY BARTOLOME DE LAS CASAS,144110,07DCC1598N,
6547,07INM_19445,07DPB2181C,CUITLAHUAC,144110,07DPB2181C,
6548,07INM_19292,07EJN0242W,FRANCISCO VILLA,144110,07EJN0242W,
6549,07INM_19296,07ETV0442J,TELESECUNDARIA 445 OCTAVIO PAZ LOZANO,2080,07ETV0442J,
6550,07INM_19298,07DCC1507F/07DJN0483V,SOR JUANA INES DE LA CRUZ,2048,07DCC1507F,
6551,07INM_19512,07KPR0153D/07KJN0241H,PRIMARIA CONAFE,144110,07KPR0153D,
6552,07INM_19513,07KTV0157Z,SECUNDARIA COMUNITARIA,144110,07KTV0157Z,
6553,07INM_19586,07KJN4877R,PREESCOLAR CONAFE,144110,07KJN4877R,
6554,07INM_19587,07KPR3878Z,PRIMARIA CONAFE,144110,07KPR3878Z,
6555,07INM_19303,07DCC1537Z,PONCIANO ARRIAGA,3130,07DCC1537Z,
6556,07INM_19304,07KJN2126D/07KPR2229Q,PREESCOLAR CONAFE,3130,07KJN2126D,
6557,07INM_19407,07KTV0369B,SECUNDARIA COMUNITARIA,3130,,
6558,07INM_19568,07KPR1414F,PRIMARIA CONAFE,144110,07KPR0264I,
6559,07INM_19569,07KJN2123G,PREESCOLAR CONAFE,144110,07KJN3524I,
6560,07INM_19113,07DPB1836C,GREGORIO TORRES QUINTERO,144110,,
6561,07INM_19306,07DPB2182B,JUAN ESCUTIA,3144,07DPB2182B,
6562,07INM_19317,07DJN2146H,COLIBRI,144110,07DJN2146H,
6563,07INM_19343,07KJN3810C,PREESCOLAR CONAFE,144110,07KJN3810C,
6564,07INM_19344,07DPB1351Z,JUSTO SIERRA MENDEZ,144110,07DPB1351Z,
6565,07INM_19543,07KJN0625M,PREESCOLAR CONAFE,144110,07KJN0625M,
6566,07INM_19544,07KPR2861T,PRIMARIA CONAFE,144110,07KPR2861T,
6567,07INM_19356,07ETV0687D,TELESECUNDARIA 662 JAIME TORRES BODET,2063,07ETV0687D,
6568,07INM_19354,07DCC0718C,VASCO DE GAMA,144110,07DCC0718C,
6569,07INM_19606,07DCC0568M,MI PATRIA ES PRIMERO,144110,07DCC0568M,
6570,07INM_19607,07ETV1122F,"TELESECUNDARIA     1112     JOAQUIN     MIGUEL
GUTIERREZ",144110,,
6571,07INM_19608,07DPB0286J,5 DE MAYO,144110,07DPB0286J,
6572,07INM_19671,07KPB0866Z/07KCC0804I,PRIMARIA CONAFE INDIGENA,144110,07KPB0866Z,
6573,07INM_19614,07KCC0805H/07KPB0122J,PREESCOLAR CONAFE INDIGENA,144110,07KCC0805H,
6574,07INM_19615,07KSC0038H,SECUNDARIA CONAFE INDÍGENA,144110,07KSC0038H,
6575,07INM_19697,07DPB2393F,MANUEL AVILA CAMACHO,144110,07DPB2393F,
